Categoría,Subcategoría,Nombre,Marca,Imagen (URL),Precio,Enlace,Tipo de Empaque
Despensa,Sin subcategoría,Salsa Hunts Picante Wings 550 g,HUNT,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43254703_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 17.50,https://tottus.falabella.com.pe/tottus-pe/product/128324176/salsa-hunts-picante-wings-550g/128324178?exp=tottus,Rígido
Despensa,Sin subcategoría,Salsa Bbq Original 510 g,TOTTUS,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40694047_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 9.90,https://tottus.falabella.com.pe/tottus-pe/product/115890595/salsa-barbecue-original-tottus-510g/115890596?exp=tottus,Flexible
Despensa,Sin subcategoría,Mezcla Concentrada Leche Topping x 397 g,NESTLE,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43392922_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 5.50,https://tottus.falabella.com.pe/tottus-pe/product/135908266/MEZCLA-CONCEN-LECHE-NESTLE-TOPPING-X397G/135908267?exp=tottus,Flexible
Despensa,Sin subcategoría,Salsa Bbq Picante Valle Fértil 370 g,VALLE FERTIL,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40532155_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 10.30,https://tottus.falabella.com.pe/tottus-pe/product/115862182/salsa-bbq-picante-valle-fertil-420g/115862183?exp=tottus,Flexible
Despensa,Sin subcategoría,Tallarines Shin Ramyun With Cheese 136 g,Sin marca,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43385230_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 9.50,https://tottus.falabella.com.pe/tottus-pe/product/135315348/tallarines-shin-ramyun-with-cheese-136-g/135315350?exp=tottus,Flexible
Despensa,Conservas de comidas preparadas,Lentejas con tocino 425 gr,TOTTUS,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42226195_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 7.10,https://tottus.falabella.com.pe/tottus-pe/product/113712068/lentejas-con-tocino-tottus-x-425g/113712069?exp=tottus,Flexible
Despensa,Sin subcategoría,MAIZENA PURA FECULA DE MAIZ CAJA X 100G,DURYEA,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/FalabellaPEAndCO/NoImage/width=240,height=240,quality=70,format=webp,fit=pad",S/ 3,https://tottus.falabella.com.pe/tottus-pe/product/122337549/maizena-duryea-pura-fecula-de-maiz-caja-x-100g/122337552?exp=tottus,Flexible
Despensa,Sin subcategoría,Gelatina Cereza 130g,UNIVERSAL,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43108314_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 4.30,https://tottus.falabella.com.pe/tottus-pe/product/121379371/gelatina-universa-cereza-130g/121379373?exp=tottus,Flexible
Despensa,Sin subcategoría,Arroz Costeño Añejo Bolsa x 10 Kg,COSTENO,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43406235_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 49.90,https://tottus.falabella.com.pe/tottus-pe/product/136951377/arroz-costeno-anejo-bolsa-x-10-kg/136951379?exp=tottus,Flexible
Despensa,Conservas de vegetales,Conserva Vegetales Mixtos Envase 425 g,VALLE FERTIL,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41875961_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 8.80,https://tottus.falabella.com.pe/tottus-pe/product/113708959/vegetales-mixtos-valle-fertil-x-425g/113708960?exp=tottus,Rígido
Despensa,Sin subcategoría,Hojuelas De Avena Original Doypack x 400 g,HUELLA VERDE,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43442655_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 19.90,https://tottus.falabella.com.pe/tottus-pe/product/138899843/hojuelas-d-avena-orig-huella-verde-400gr/138899845?exp=tottus,Flexible
Despensa,Sin subcategoría,Filete de Atún en Aceite de Girasol 140g,FLORIDA,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43105017_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 6.50,https://tottus.falabella.com.pe/tottus-pe/product/121214526/filete-de-atun-en-aceite-de-girasol-140g/121214528?exp=tottus,Rígido
Despensa,Condimentos,Crema Huancaina al plato,NICOLINI,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41905735_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 7.60,https://tottus.falabella.com.pe/tottus-pe/product/113930314/crema-huancaina-nicolini-al-plato-doypack-x-190g/113930315?exp=tottus,Flexible
Despensa,Condimentos,Ajo Molido 350 g,PIKI,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40444389_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 12.10,https://tottus.falabella.com.pe/tottus-pe/product/113714961/molido-doy-pack-x-350-grs-piki-ajos/113714962?exp=tottus,Flexible
Despensa,Snack,Aceituna Verde sin Pepa 240 g,TOTTUS,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40765304_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 9.90,https://tottus.falabella.com.pe/tottus-pe/product/115939230/aceituna-verde-sin-pepa-x-240/115939231?exp=tottus,Flexible
Despensa,Conservas de vegetales,Alcachofa a la parrilla 220 g,CASA VERDE,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41278450_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 8.70,https://tottus.falabella.com.pe/tottus-pe/product/113713549/alcachofa-grilled-casa-verde-x20gr/113713550?exp=tottus,Flexible
Despensa,Decoración y relleno,Cobertura de chocolate con leche 200 g,LA IBERICA,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41286321_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 26.30,https://tottus.falabella.com.pe/tottus-pe/product/113714668/cobertura-de-leche-la-iberica-x200gr/113714669?exp=tottus,Flexible
Despensa,Féculas,Harina de Maca Negra 200 g,Sin marca,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41680490_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 29.50,https://tottus.falabella.com.pe/tottus-pe/product/114452722/harina-de-maca-negra-nuestra-salud-x-200gr/114452723?exp=tottus,Flexible
Despensa,Féculas,Blend Nutricional 7 Semillas Clasico Doy Pack 200 g,NATURANDES,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41040734_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 10.90,https://tottus.falabella.com.pe/tottus-pe/product/114407671/harina-de-7-semillas-naturandes-200g/114407673?exp=tottus,Flexible
Despensa,Conservas de vegetales,Tapenade de Aceitunas y Alcachofa de 185 g,TOTTUS,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42020971_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 7.90,https://tottus.falabella.com.pe/tottus-pe/product/113707502/tapenade-aceitunas-con-alcachofa-tottus-x-185g/113707504?exp=tottus,Rígido
Despensa,Sin subcategoría,Garbanzos x 340 g,CASA VERDE,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43399921_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 7.50,https://tottus.falabella.com.pe/tottus-pe/product/136375511/GARBANZOS-CASA-VERDE-X340G/136375513?exp=tottus,Rígido
Despensa,Sin subcategoría,Trozos De Atún En Aceite Pack 12 x 140 g,TOTTUS,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43194331_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 49.90,https://tottus.falabella.com.pe/tottus-pe/product/125967192/Trozos-De-Atun-En-Aceite-Tottus-Pack-12-x-140-g/125967193?exp=tottus,Flexible
Despensa,Snack,Aceituna Botija sin Pepa 240 g,TOTTUS,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40765303_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 7.90,https://tottus.falabella.com.pe/tottus-pe/product/114405767/aceituna-botija-sin-pepa-x-240/114405769?exp=tottus,Rígido
Despensa,Condimentos,Aderezo Casero 1 kg,EL OLIVAR,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40688062_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 22.50,https://tottus.falabella.com.pe/tottus-pe/product/113712358/aderezo-el-olivar-casero-doy-pack-x-1kg/113712359?exp=tottus,Rígido
Despensa,Sin subcategoría,MEZCLA POLVO GELATINA FRESA BOLSA X 120G,UMSHA,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42840505_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 4,https://tottus.falabella.com.pe/tottus-pe/product/116982236/mezcla-polvo-umsha-gelatina-fresa-bolsa-x-120g/116982237?exp=tottus,Flexible
Despensa,Arroz,Arroz Gourmet Extra Añejo Gran Chalán de 5 Kg,GRAN CHALAN,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42093862_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 27.50,https://tottus.falabella.com.pe/tottus-pe/product/113715516/arroz-gran-chalan-gourmet-extra-anejo-x-5kg/113715517?exp=tottus,Flexible
Despensa,Aceites,Aceite de Oliva Carbonel Extra Virgen 1 L,CARBONELL,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10172010_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 69.80,https://tottus.falabella.com.pe/tottus-pe/product/114404785/ac-oliv-carbonel-extvirg-pet-1-l/114404787?exp=tottus,Rígido
Despensa,Especias,Nuez Moscada Molida 56.7 g,BADIA,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10165086_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 13.90,https://tottus.falabella.com.pe/tottus-pe/product/113928194/nuez-moscada-molida-x-5670-gr-badia/113928195?exp=tottus,Flexible
